3.05176e-05	6.10352e-05	1	-19.5974	2692.03	
9.15527e-05	6.10352e-05	1	-19.5974	2692.03	
0.000152588	6.10352e-05	1	-19.5974	2692.03	
0.000213623	6.10352e-05	1	-19.5974	2692.03	
0.000274658	6.10352e-05	1	-19.5974	2692.03	
0.000335693	6.10352e-05	1	-19.5974	2692.03	
0.000396729	6.10352e-05	1	-19.5974	2692.03	
0.000457764	6.10352e-05	1	-19.5974	2692.03	
0.000518799	6.10352e-05	1	-19.5974	2692.03	
0.000579834	6.10352e-05	1	-19.5974	2692.03	
0.000640869	6.10352e-05	1	-19.5974	2692.03	
0.000701904	6.10352e-05	1	-19.5974	2692.03	
0.000762939	6.10352e-05	1	-19.5974	2692.03	
0.000823975	6.10352e-05	1	-19.5974	2692.03	
0.00088501	6.10352e-05	1	-19.5974	2692.03	
0.000946045	6.10352e-05	1	-19.5974	2692.03	
0.00100708	6.10352e-05	1	-19.5974	2692.03	
0.00106812	6.10352e-05	1	-19.5974	2692.03	
0.00112915	6.10352e-05	1	-19.5974	2692.03	
0.00119019	6.10352e-05	1	-19.5974	2692.03	
0.00125122	6.10352e-05	1	-19.5974	2692.03	
0.00131226	6.10352e-05	1	-19.5974	2692.03	
0.00137329	6.10352e-05	1	-19.5974	2692.03	
0.00143433	6.10352e-05	1	-19.5974	2692.03	
0.00149536	6.10352e-05	1	-19.5974	2692.03	
0.0015564	6.10352e-05	1	-19.5974	2692.03	
0.00161743	6.10352e-05	1	-19.5974	2692.03	
0.00167847	6.10352e-05	1	-19.5974	2692.03	
0.0017395	6.10352e-05	1	-19.5974	2692.03	
0.00180054	6.10352e-05	1	-19.5974	2692.03	
0.00186157	6.10352e-05	1	-19.5974	2692.03	
0.00192261	6.10352e-05	1	-19.5974	2692.03	
0.00198364	6.10352e-05	1	-19.5974	2692.03	
0.00204468	6.10352e-05	1	-19.5974	2692.03	
0.00210571	6.10352e-05	1	-19.5974	2692.03	
0.00216675	6.10352e-05	1	-19.5974	2692.03	
0.00222778	6.10352e-05	1	-19.5974	2692.03	
0.00228882	6.10352e-05	1	-19.5974	2692.03	
0.00234985	6.10352e-05	1	-19.5974	2692.03	
0.00241089	6.10352e-05	1	-19.5974	2692.03	
0.00247192	6.10352e-05	1	-19.5974	2692.03	
0.00253296	6.10352e-05	1	-19.5974	2692.03	
0.00259399	6.10352e-05	1	-19.5974	2692.03	
0.00265503	6.10352e-05	1	-19.5974	2692.03	
0.00271606	6.10352e-05	1	-19.5974	2692.03	
0.0027771	6.10352e-05	1	-19.5974	2692.03	
0.00283813	6.10352e-05	1	-19.5974	2692.03	
0.00289917	6.10352e-05	1	-19.5974	2692.03	
0.00296021	6.10352e-05	1	-19.5974	2692.03	
0.00302124	6.10352e-05	1	-19.5974	2692.03	
0.00308228	6.10352e-05	1	-19.5974	2692.03	
0.00314331	6.10352e-05	1	-19.5974	2692.03	
0.00320435	6.10352e-05	1	-19.5974	2692.03	
0.00326538	6.10352e-05	1	-19.5974	2692.03	
0.00332642	6.10352e-05	1	-19.5974	2692.03	
0.00338745	6.10352e-05	1	-19.5974	2692.03	
0.00344849	6.10352e-05	1	-19.5974	2692.03	
0.00350952	6.10352e-05	1	-19.5974	2692.03	
0.00357056	6.10352e-05	1	-19.5974	2692.03	
0.00363159	6.10352e-05	1	-19.5974	2692.03	
